epoch (ms),time (-13:00),elapsed (s),w (number),x (number),y (number), z (number)
1595137417810,2020-07-19T01:43:37.810,20.020,0.189,0.466,-0.107,0.858
1595137417820,2020-07-19T01:43:37.820,20.030,0.190,0.477,-0.116,0.850
1595137417830,2020-07-19T01:43:37.830,20.040,0.193,0.489,-0.126,0.841
1595137417840,2020-07-19T01:43:37.840,20.050,0.195,0.503,-0.137,0.831
1595137417850,2020-07-19T01:43:37.850,20.060,0.196,0.521,-0.149,0.817
1595137417860,2020-07-19T01:43:37.860,20.070,0.197,0.542,-0.162,0.801
1595137417870,2020-07-19T01:43:37.870,20.080,0.196,0.562,-0.178,0.784
1595137417880,2020-07-19T01:43:37.880,20.090,0.193,0.582,-0.198,0.765
1595137417890,2020-07-19T01:43:37.890,20.100,0.188,0.604,-0.216,0.744
1595137417900,2020-07-19T01:43:37.900,20.110,0.179,0.626,-0.235,0.722
1595137417910,2020-07-19T01:43:37.910,20.120,0.164,0.644,-0.253,0.703
1595137417920,2020-07-19T01:43:37.920,20.130,0.162,0.644,-0.263,0.700
1595137417930,2020-07-19T01:43:37.930,20.140,0.171,0.638,-0.258,0.705
1595137417940,2020-07-19T01:43:37.940,20.150,0.180,0.646,-0.242,0.701
1595137417950,2020-07-19T01:43:37.950,20.160,0.196,0.652,-0.223,0.698
1595137417960,2020-07-19T01:43:37.960,20.170,0.215,0.650,-0.211,0.698
1595137417970,2020-07-19T01:43:37.970,20.180,0.231,0.647,-0.213,0.695
1595137417980,2020-07-19T01:43:37.980,20.190,0.241,0.641,-0.224,0.694
1595137417990,2020-07-19T01:43:37.990,20.200,0.247,0.631,-0.234,0.697
1595137418000,2020-07-19T01:43:38.000,20.210,0.254,0.618,-0.239,0.705
1595137418010,2020-07-19T01:43:38.010,20.220,0.259,0.604,-0.238,0.715
1595137418020,2020-07-19T01:43:38.020,20.230,0.265,0.592,-0.235,0.724
1595137418030,2020-07-19T01:43:38.030,20.240,0.275,0.579,-0.231,0.732
1595137418040,2020-07-19T01:43:38.040,20.250,0.287,0.565,-0.226,0.740
1595137418050,2020-07-19T01:43:38.050,20.260,0.300,0.547,-0.224,0.749
1595137418060,2020-07-19T01:43:38.060,20.270,0.313,0.530,-0.224,0.755
1595137418070,2020-07-19T01:43:38.070,20.280,0.328,0.514,-0.223,0.760
1595137418080,2020-07-19T01:43:38.080,20.290,0.344,0.498,-0.221,0.765
1595137418090,2020-07-19T01:43:38.090,20.300,0.361,0.481,-0.217,0.769
1595137418100,2020-07-19T01:43:38.100,20.310,0.378,0.464,-0.213,0.772
1595137418110,2020-07-19T01:43:38.110,20.320,0.395,0.446,-0.208,0.775
1595137418120,2020-07-19T01:43:38.120,20.330,0.412,0.429,-0.203,0.778
1595137418130,2020-07-19T01:43:38.130,20.340,0.428,0.412,-0.196,0.780
1595137418140,2020-07-19T01:43:38.140,20.350,0.444,0.395,-0.189,0.782
1595137418150,2020-07-19T01:43:38.150,20.360,0.459,0.379,-0.181,0.783
1595137418160,2020-07-19T01:43:38.160,20.370,0.474,0.362,-0.174,0.784
1595137418170,2020-07-19T01:43:38.170,20.380,0.487,0.345,-0.167,0.785
1595137418180,2020-07-19T01:43:38.180,20.390,0.500,0.328,-0.160,0.785
1595137418190,2020-07-19T01:43:38.190,20.400,0.513,0.311,-0.153,0.785
1595137418200,2020-07-19T01:43:38.200,20.410,0.526,0.296,-0.146,0.784
1595137418210,2020-07-19T01:43:38.210,20.420,0.540,0.282,-0.139,0.781
1595137418220,2020-07-19T01:43:38.220,20.430,0.554,0.271,-0.133,0.776
1595137418230,2020-07-19T01:43:38.230,20.440,0.568,0.261,-0.130,0.769
1595137418240,2020-07-19T01:43:38.240,20.450,0.581,0.253,-0.130,0.762
1595137418250,2020-07-19T01:43:38.250,20.460,0.592,0.247,-0.132,0.756
1595137418260,2020-07-19T01:43:38.260,20.470,0.602,0.242,-0.137,0.749
1595137418270,2020-07-19T01:43:38.270,20.480,0.611,0.237,-0.142,0.742
1595137418280,2020-07-19T01:43:38.280,20.490,0.620,0.232,-0.147,0.735
1595137418290,2020-07-19T01:43:38.290,20.500,0.629,0.225,-0.152,0.728
1595137418300,2020-07-19T01:43:38.300,20.510,0.638,0.225,-0.158,0.719
1595137418310,2020-07-19T01:43:38.310,20.520,0.644,0.221,-0.167,0.713
1595137418320,2020-07-19T01:43:38.320,20.530,0.650,0.215,-0.172,0.709
1595137418330,2020-07-19T01:43:38.330,20.540,0.657,0.210,-0.174,0.703
1595137418340,2020-07-19T01:43:38.340,20.550,0.666,0.204,-0.173,0.697
1595137418350,2020-07-19T01:43:38.350,20.560,0.672,0.198,-0.171,0.692
1595137418360,2020-07-19T01:43:38.360,20.570,0.676,0.191,-0.170,0.691
1595137418370,2020-07-19T01:43:38.370,20.580,0.677,0.186,-0.171,0.691
1595137418380,2020-07-19T01:43:38.380,20.590,0.677,0.178,-0.177,0.691
1595137418390,2020-07-19T01:43:38.390,20.600,0.677,0.178,-0.197,0.686
1595137418400,2020-07-19T01:43:38.400,20.610,0.669,0.197,-0.202,0.688
1595137418410,2020-07-19T01:43:38.410,20.620,0.662,0.211,-0.207,0.689
1595137418420,2020-07-19T01:43:38.420,20.630,0.663,0.215,-0.207,0.687
1595137418430,2020-07-19T01:43:38.430,20.640,0.668,0.228,-0.203,0.678
1595137418440,2020-07-19T01:43:38.440,20.650,0.674,0.246,-0.202,0.667
1595137418450,2020-07-19T01:43:38.450,20.660,0.676,0.251,-0.200,0.663
1595137418460,2020-07-19T01:43:38.460,20.670,0.673,0.251,-0.203,0.666
1595137418470,2020-07-19T01:43:38.470,20.680,0.668,0.254,-0.207,0.668
1595137418480,2020-07-19T01:43:38.480,20.690,0.667,0.255,-0.208,0.668
1595137418490,2020-07-19T01:43:38.490,20.700,0.667,0.257,-0.209,0.667
1595137418500,2020-07-19T01:43:38.500,20.710,0.666,0.260,-0.210,0.666
1595137418510,2020-07-19T01:43:38.510,20.720,0.666,0.261,-0.211,0.666
1595137418520,2020-07-19T01:43:38.520,20.730,0.666,0.262,-0.211,0.666
1595137418530,2020-07-19T01:43:38.530,20.740,0.665,0.263,-0.212,0.666
1595137418540,2020-07-19T01:43:38.540,20.750,0.665,0.264,-0.213,0.665
1595137418550,2020-07-19T01:43:38.550,20.760,0.665,0.267,-0.213,0.664
1595137418560,2020-07-19T01:43:38.560,20.770,0.665,0.268,-0.214,0.664
1595137418570,2020-07-19T01:43:38.570,20.780,0.665,0.269,-0.214,0.664
1595137418580,2020-07-19T01:43:38.580,20.790,0.664,0.269,-0.215,0.663
1595137418590,2020-07-19T01:43:38.590,20.800,0.664,0.270,-0.215,0.663
1595137418600,2020-07-19T01:43:38.600,20.810,0.664,0.271,-0.216,0.663
1595137418610,2020-07-19T01:43:38.610,20.820,0.663,0.271,-0.216,0.663
1595137418620,2020-07-19T01:43:38.620,20.830,0.663,0.272,-0.216,0.663
1595137418630,2020-07-19T01:43:38.630,20.840,0.663,0.272,-0.216,0.663
1595137418640,2020-07-19T01:43:38.640,20.850,0.663,0.272,-0.216,0.663
1595137418650,2020-07-19T01:43:38.650,20.860,0.663,0.273,-0.215,0.663
1595137418660,2020-07-19T01:43:38.660,20.870,0.664,0.273,-0.214,0.663
1595137418670,2020-07-19T01:43:38.670,20.880,0.658,0.290,-0.225,0.657
1595137418680,2020-07-19T01:43:38.680,20.890,0.658,0.286,-0.225,0.659
1595137418690,2020-07-19T01:43:38.690,20.900,0.659,0.285,-0.224,0.659
1595137418700,2020-07-19T01:43:38.700,20.910,0.659,0.285,-0.222,0.659
1595137418710,2020-07-19T01:43:38.710,20.920,0.660,0.285,-0.219,0.659
1595137418720,2020-07-19T01:43:38.720,20.930,0.661,0.285,-0.217,0.659
1595137418730,2020-07-19T01:43:38.730,20.940,0.661,0.285,-0.215,0.660
1595137418740,2020-07-19T01:43:38.740,20.950,0.662,0.284,-0.214,0.660
1595137418750,2020-07-19T01:43:38.750,20.960,0.663,0.284,-0.212,0.660
1595137418760,2020-07-19T01:43:38.760,20.970,0.663,0.284,-0.211,0.660
1595137418770,2020-07-19T01:43:38.770,20.980,0.664,0.283,-0.209,0.660
1595137418780,2020-07-19T01:43:38.780,20.990,0.665,0.282,-0.208,0.660
1595137418790,2020-07-19T01:43:38.790,21.000,0.665,0.283,-0.208,0.659
1595137418800,2020-07-19T01:43:38.800,21.010,0.665,0.283,-0.207,0.659
1595137418810,2020-07-19T01:43:38.810,21.020,0.666,0.283,-0.206,0.659
1595137418820,2020-07-19T01:43:38.820,21.030,0.666,0.285,-0.207,0.658
1595137418830,2020-07-19T01:43:38.830,21.040,0.666,0.285,-0.206,0.657
1595137418840,2020-07-19T01:43:38.840,21.050,0.647,0.292,-0.199,0.676
1595137418850,2020-07-19T01:43:38.850,21.060,0.647,0.293,-0.200,0.675
1595137418860,2020-07-19T01:43:38.860,21.070,0.647,0.293,-0.200,0.675
1595137418870,2020-07-19T01:43:38.870,21.080,0.647,0.294,-0.202,0.674
1595137418880,2020-07-19T01:43:38.880,21.090,0.628,0.300,-0.195,0.691
1595137418890,2020-07-19T01:43:38.890,21.100,0.627,0.302,-0.197,0.691
1595137418900,2020-07-19T01:43:38.900,21.110,0.627,0.303,-0.199,0.690
1595137418910,2020-07-19T01:43:38.910,21.120,0.626,0.304,-0.201,0.689
1595137418920,2020-07-19T01:43:38.920,21.130,0.608,0.310,-0.196,0.704
1595137418930,2020-07-19T01:43:38.930,21.140,0.608,0.311,-0.199,0.703
1595137418940,2020-07-19T01:43:38.940,21.150,0.607,0.312,-0.202,0.702
1595137418950,2020-07-19T01:43:38.950,21.160,0.589,0.318,-0.198,0.715
1595137418960,2020-07-19T01:43:38.960,21.170,0.589,0.320,-0.201,0.714
1595137418970,2020-07-19T01:43:38.970,21.180,0.589,0.321,-0.204,0.713
1595137418980,2020-07-19T01:43:38.980,21.190,0.589,0.323,-0.207,0.711
1595137418990,2020-07-19T01:43:38.990,21.200,0.571,0.330,-0.203,0.724
1595137419000,2020-07-19T01:43:39.000,21.210,0.571,0.332,-0.206,0.722
1595137419010,2020-07-19T01:43:39.010,21.220,0.570,0.333,-0.210,0.721
1595137419020,2020-07-19T01:43:39.020,21.230,0.568,0.335,-0.215,0.720
1595137419030,2020-07-19T01:43:39.030,21.240,0.551,0.341,-0.213,0.731
1595137419040,2020-07-19T01:43:39.040,21.250,0.550,0.342,-0.220,0.730
1595137419050,2020-07-19T01:43:39.050,21.260,0.548,0.344,-0.227,0.728
1595137419060,2020-07-19T01:43:39.060,21.270,0.545,0.347,-0.235,0.726
1595137419070,2020-07-19T01:43:39.070,21.280,0.528,0.356,-0.237,0.734
1595137419080,2020-07-19T01:43:39.080,21.290,0.525,0.361,-0.247,0.730
1595137419090,2020-07-19T01:43:39.090,21.300,0.522,0.366,-0.258,0.726
1595137419100,2020-07-19T01:43:39.100,21.310,0.519,0.374,-0.269,0.720
1595137419110,2020-07-19T01:43:39.110,21.320,0.510,0.385,-0.278,0.717
1595137419120,2020-07-19T01:43:39.120,21.330,0.506,0.396,-0.291,0.709
1595137419130,2020-07-19T01:43:39.130,21.340,0.501,0.407,-0.306,0.700
1595137419140,2020-07-19T01:43:39.140,21.350,0.494,0.420,-0.323,0.689
1595137419150,2020-07-19T01:43:39.150,21.360,0.487,0.434,-0.342,0.677
1595137419160,2020-07-19T01:43:39.160,21.370,0.479,0.448,-0.361,0.663
1595137419170,2020-07-19T01:43:39.170,21.380,0.471,0.456,-0.381,0.652
1595137419180,2020-07-19T01:43:39.180,21.390,0.462,0.463,-0.400,0.642
1595137419190,2020-07-19T01:43:39.190,21.400,0.451,0.475,-0.415,0.632
1595137419200,2020-07-19T01:43:39.200,21.410,0.446,0.482,-0.421,0.626
1595137419210,2020-07-19T01:43:39.210,21.420,0.450,0.482,-0.419,0.624
1595137419220,2020-07-19T01:43:39.220,21.430,0.456,0.479,-0.413,0.626
1595137419230,2020-07-19T01:43:39.230,21.440,0.459,0.483,-0.414,0.621
1595137419240,2020-07-19T01:43:39.240,21.450,0.463,0.481,-0.418,0.616
1595137419250,2020-07-19T01:43:39.250,21.460,0.467,0.471,-0.421,0.619
1595137419260,2020-07-19T01:43:39.260,21.470,0.470,0.463,-0.423,0.621
1595137419270,2020-07-19T01:43:39.270,21.480,0.476,0.460,-0.418,0.622
1595137419280,2020-07-19T01:43:39.280,21.490,0.486,0.457,-0.411,0.622
1595137419290,2020-07-19T01:43:39.290,21.500,0.499,0.450,-0.404,0.621
1595137419300,2020-07-19T01:43:39.300,21.510,0.511,0.443,-0.399,0.619
1595137419310,2020-07-19T01:43:39.310,21.520,0.524,0.436,-0.393,0.617
1595137419320,2020-07-19T01:43:39.320,21.530,0.540,0.429,-0.384,0.614
1595137419330,2020-07-19T01:43:39.330,21.540,0.555,0.421,-0.376,0.611
1595137419340,2020-07-19T01:43:39.340,21.550,0.568,0.412,-0.368,0.611
1595137419350,2020-07-19T01:43:39.350,21.560,0.579,0.402,-0.358,0.612
1595137419360,2020-07-19T01:43:39.360,21.570,0.591,0.392,-0.348,0.613
1595137419370,2020-07-19T01:43:39.370,21.580,0.601,0.381,-0.337,0.616
1595137419380,2020-07-19T01:43:39.380,21.590,0.611,0.370,-0.327,0.619
1595137419390,2020-07-19T01:43:39.390,21.600,0.621,0.359,-0.316,0.621
1595137419400,2020-07-19T01:43:39.400,21.610,0.630,0.349,-0.306,0.623
1595137419410,2020-07-19T01:43:39.410,21.620,0.638,0.339,-0.297,0.624
1595137419420,2020-07-19T01:43:39.420,21.630,0.645,0.331,-0.288,0.626
1595137419430,2020-07-19T01:43:39.430,21.640,0.652,0.323,-0.279,0.626
1595137419440,2020-07-19T01:43:39.440,21.650,0.658,0.317,-0.272,0.627
1595137419450,2020-07-19T01:43:39.450,21.660,0.663,0.311,-0.265,0.628
1595137419460,2020-07-19T01:43:39.460,21.670,0.667,0.306,-0.258,0.628
1595137419470,2020-07-19T01:43:39.470,21.680,0.672,0.301,-0.252,0.628
1595137419480,2020-07-19T01:43:39.480,21.690,0.676,0.297,-0.247,0.627
1595137419490,2020-07-19T01:43:39.490,21.700,0.681,0.292,-0.242,0.627
1595137419500,2020-07-19T01:43:39.500,21.710,0.684,0.287,-0.239,0.626
1595137419510,2020-07-19T01:43:39.510,21.720,0.688,0.284,-0.236,0.625
1595137419520,2020-07-19T01:43:39.520,21.730,0.691,0.281,-0.234,0.623
1595137419530,2020-07-19T01:43:39.530,21.740,0.694,0.280,-0.233,0.622
1595137419540,2020-07-19T01:43:39.540,21.750,0.695,0.278,-0.233,0.621
1595137419550,2020-07-19T01:43:39.550,21.760,0.695,0.278,-0.234,0.620
1595137419560,2020-07-19T01:43:39.560,21.770,0.694,0.278,-0.236,0.620
1595137419570,2020-07-19T01:43:39.570,21.780,0.693,0.279,-0.238,0.621
1595137419580,2020-07-19T01:43:39.580,21.790,0.690,0.281,-0.241,0.622
1595137419590,2020-07-19T01:43:39.590,21.800,0.687,0.283,-0.243,0.623
1595137419600,2020-07-19T01:43:39.600,21.810,0.689,0.284,-0.239,0.623
1595137419610,2020-07-19T01:43:39.610,21.820,0.692,0.278,-0.230,0.625
1595137419620,2020-07-19T01:43:39.620,21.830,0.693,0.277,-0.227,0.626
1595137419630,2020-07-19T01:43:39.630,21.840,0.692,0.282,-0.227,0.624
1595137419640,2020-07-19T01:43:39.640,21.850,0.693,0.284,-0.224,0.623
1595137419650,2020-07-19T01:43:39.650,21.860,0.694,0.283,-0.220,0.624
1595137419660,2020-07-19T01:43:39.660,21.870,0.695,0.283,-0.218,0.624
1595137419670,2020-07-19T01:43:39.670,21.880,0.696,0.284,-0.215,0.623
1595137419680,2020-07-19T01:43:39.680,21.890,0.697,0.284,-0.213,0.622
1595137419690,2020-07-19T01:43:39.690,21.900,0.698,0.283,-0.211,0.623
1595137419700,2020-07-19T01:43:39.700,21.910,0.699,0.283,-0.209,0.623
1595137419710,2020-07-19T01:43:39.710,21.920,0.699,0.282,-0.208,0.623
1595137419720,2020-07-19T01:43:39.720,21.930,0.699,0.280,-0.207,0.624
1595137419730,2020-07-19T01:43:39.730,21.940,0.700,0.278,-0.206,0.625
1595137419740,2020-07-19T01:43:39.740,21.950,0.700,0.276,-0.205,0.626
1595137419750,2020-07-19T01:43:39.750,21.960,0.700,0.276,-0.204,0.626
1595137419760,2020-07-19T01:43:39.760,21.970,0.700,0.277,-0.204,0.626
1595137419770,2020-07-19T01:43:39.770,21.980,0.700,0.276,-0.203,0.626
1595137419780,2020-07-19T01:43:39.780,21.990,0.701,0.275,-0.201,0.627
1595137419790,2020-07-19T01:43:39.790,22.000,0.701,0.275,-0.201,0.627
1595137419800,2020-07-19T01:43:39.800,22.010,0.701,0.275,-0.200,0.627
1595137419810,2020-07-19T01:43:39.810,22.020,0.701,0.274,-0.200,0.627
1595137419820,2020-07-19T01:43:39.820,22.030,0.701,0.272,-0.199,0.628
1595137419830,2020-07-19T01:43:39.830,22.040,0.701,0.272,-0.199,0.628
1595137419840,2020-07-19T01:43:39.840,22.050,0.689,0.291,-0.171,0.641
1595137419850,2020-07-19T01:43:39.850,22.060,0.689,0.290,-0.171,0.642
1595137419860,2020-07-19T01:43:39.860,22.070,0.689,0.290,-0.171,0.642
1595137419870,2020-07-19T01:43:39.870,22.080,0.689,0.290,-0.171,0.642
1595137419880,2020-07-19T01:43:39.880,22.090,0.672,0.295,-0.164,0.659
1595137419890,2020-07-19T01:43:39.890,22.100,0.671,0.296,-0.164,0.659
1595137419900,2020-07-19T01:43:39.900,22.110,0.672,0.295,-0.164,0.660
